Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,2,1252,0,19,2,2,1,1,32,3,3,2,2,2,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9
36,0,1351,1,26,4,0,1,1,80,3,2,2,3,0,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2
25,2,675,1,5,2,0,2,1,85,4,2,2,1,1,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5
25,0,688,1,3,3,2,1,1,91,3,1,2,1,0,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2
38,0,723,0,2,4,3,2,0,77,1,2,1,4,0,5405,4244,2,1,20,4,1,2,20,4,2,4,2,0,3
25,0,959,0,28,3,0,1,1,41,2,2,2,3,0,8639,24835,2,0,18,3,4,0,6,3,3,2,2,2,2
53,0,1395,1,24,4,2,2,1,48,4,3,2,4,0,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2
35,0,750,1,28,3,0,2,1,46,4,2,2,3,0,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8
35,0,662,0,1,5,3,3,1,94,3,3,2,2,0,7295,11439,1,0,13,3,1,2,10,3,3,10,8,0,6
29,0,806,1,7,3,1,2,0,39,3,1,2,3,1,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7
37,2,1252,0,19,2,2,1,1,32,3,3,2,2,2,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9
28,0,1300,1,17,2,2,3,1,79,3,2,2,1,1,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8
23,0,160,1,4,1,2,3,0,51,3,1,2,2,2,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2
34,0,1239,0,13,4,2,4,1,39,3,3,2,3,1,8628,22914,1,0,18,3,3,1,9,2,2,8,7,1,1
33,0,516,1,8,5,0,4,1,69,3,2,2,3,2,6388,22049,2,1,17,3,1,0,14,6,3,0,0,0,0
44,0,621,1,15,3,2,1,0,73,3,3,2,4,0,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5
32,0,499,0,2,1,3,3,1,36,3,2,2,2,0,4078,20497,0,1,13,3,1,3,4,3,2,3,2,1,2
37,2,1063,1,25,5,2,2,0,72,3,2,1,3,0,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7
48,0,163,0,2,5,3,2,0,37,3,2,3,4,0,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7
35,2,208,1,8,4,0,3,0,52,3,2,2,3,0,4148,12250,1,0,12,3,4,1,15,5,3,14,11,2,9
31,2,1188,0,20,2,3,4,0,45,3,2,2,3,0,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0
47,0,359,1,2,4,2,1,0,82,3,4,0,3,0,17169,26703,3,0,19,3,2,2,26,2,4,20,17,5,6
55,0,282,1,2,2,2,4,0,58,1,5,0,3,0,19187,6992,4,0,14,3,4,1,23,5,3,19,9,9,11
34,1,303,0,2,4,3,3,0,75,3,1,1,3,0,2231,11314,6,0,18,3,4,1,6,3,3,4,3,1,2
32,0,859,2,4,3,0,3,0,98,2,2,3,3,0,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8
36,0,884,0,1,4,0,2,0,73,3,2,2,3,2,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0
27,0,798,1,6,4,2,1,0,66,2,1,1,3,1,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3
26,0,1349,1,23,3,0,1,0,90,3,1,1,4,1,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2
50,0,1452,2,11,3,0,3,0,53,3,5,1,2,2,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4
51,0,1323,1,4,4,0,1,1,34,3,1,1,3,0,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7
31,0,1398,2,8,2,2,4,0,96,4,1,1,2,2,2109,24609,9,0,18,3,4,0,8,3,3,3,2,0,2
42,0,916,1,17,2,0,4,0,82,4,2,2,1,2,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2
36,0,329,1,2,3,0,4,0,96,3,1,1,3,0,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2
40,0,905,1,19,2,2,3,1,99,3,2,2,4,0,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7
51,0,942,2,3,3,1,1,0,53,3,3,1,3,0,13116,22984,2,0,11,3,4,0,15,2,3,2,2,2,2
34,0,678,1,19,3,0,2,0,35,2,1,2,4,0,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7
44,0,477,1,7,4,2,1,0,42,2,3,2,4,0,10248,2094,3,0,14,3,4,1,24,4,3,22,6,5,17
44,0,1467,1,20,3,0,4,1,49,3,1,1,2,2,3420,21158,1,0,13,3,3,0,6,3,2,5,2,1,3
41,0,933,1,9,4,0,3,1,94,3,1,2,1,0,2238,6961,2,0,21,4,4,1,7,2,3,5,0,1,4
59,2,1420,2,2,4,5,3,0,32,2,5,0,4,0,18844,21922,9,0,21,4,4,1,30,3,3,3,2,2,2
38,0,243,0,7,4,3,4,0,46,2,2,2,4,2,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5
25,0,891,0,4,2,0,2,0,99,2,2,2,4,2,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3
29,0,318,1,8,4,4,2,1,77,1,1,2,1,0,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7
32,2,1184,1,1,3,0,3,0,70,2,1,2,2,0,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2
27,1,1337,2,22,3,5,1,0,58,2,1,1,2,0,2863,19555,1,0,12,3,1,0,1,2,3,1,0,0,0
39,2,439,1,9,3,0,3,1,70,3,2,2,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3
45,0,974,1,1,4,2,4,0,91,3,1,2,4,1,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2
28,0,103,1,24,3,0,3,1,50,2,1,2,3,2,2028,12947,5,1,14,3,2,0,6,4,3,4,2,0,3
39,1,1218,1,1,1,0,2,1,52,3,5,0,3,1,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6
47,0,1001,0,4,3,0,3,0,92,2,3,3,2,1,10333,19271,8,1,12,3,3,1,28,4,3,22,11,14,10
29,0,1246,0,19,3,0,3,1,77,2,2,2,3,1,8620,23757,1,0,14,3,3,2,10,3,3,10,7,0,4
37,0,1192,2,5,2,2,4,1,61,3,2,3,4,1,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4
28,1,1496,0,1,3,1,1,1,92,3,1,1,3,0,2909,15747,3,0,15,3,4,1,5,3,4,3,2,1,2
51,0,1169,2,7,4,2,2,1,34,2,2,3,3,0,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0
35,1,482,1,4,4,0,3,1,87,3,2,1,3,2,4249,2690,1,1,11,3,2,0,9,3,3,9,6,1,1
19,0,1181,1,3,1,2,2,0,79,3,1,2,2,2,1483,16102,1,0,14,3,4,0,1,3,3,1,0,0,0
41,0,314,2,1,3,5,4,1,59,2,5,0,3,0,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10
44,0,136,1,28,3,0,4,1,32,3,4,0,1,0,16328,22074,3,0,13,3,3,1,24,1,4,20,6,14,17
35,0,1229,1,8,1,0,4,1,36,4,1,2,4,0,2269,4892,1,0,19,3,4,0,1,2,3,1,0,0,1
26,0,652,1,7,3,4,3,1,100,4,1,2,1,2,3578,23577,0,0,12,3,4,0,8,2,3,7,7,0,7
37,1,319,0,4,4,3,1,1,41,3,1,1,4,1,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8
40,0,759,0,2,2,3,4,0,46,3,2,2,2,1,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3
57,0,405,1,1,2,0,2,1,93,4,2,1,3,0,4900,2721,0,0,24,4,1,1,13,2,2,12,9,2,8
39,0,867,0,9,2,2,1,1,87,3,2,3,1,0,5151,12315,1,0,25,4,4,1,10,3,3,10,0,7,9
30,0,793,1,16,1,0,2,1,33,3,1,1,4,0,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8
51,1,968,1,6,2,2,2,0,40,2,1,2,3,2,2838,4257,0,0,14,3,2,0,8,6,2,7,0,7,7
34,0,1303,1,2,4,0,4,1,62,2,1,1,3,1,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7
35,0,1315,2,22,3,0,2,0,71,4,3,1,2,1,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2
38,0,168,2,1,3,0,3,0,81,3,3,3,3,2,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0
24,1,897,2,10,3,2,1,1,59,3,1,1,4,0,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1
43,0,1291,1,15,2,0,3,1,65,2,4,0,3,0,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11
23,0,541,0,2,1,1,3,1,62,3,1,1,1,1,2322,9518,3,0,13,3,3,1,3,3,3,0,0,0,0
43,0,1034,0,16,3,3,4,0,80,3,4,0,4,0,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9
27,2,1450,1,3,3,2,3,1,79,2,1,1,3,1,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1
33,0,1017,1,25,3,2,1,1,55,2,1,1,2,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2
28,0,1144,0,10,1,2,4,1,74,3,1,1,2,0,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0
31,1,534,1,20,3,0,1,1,66,3,3,2,3,0,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0
30,0,1358,1,24,1,0,4,1,67,3,1,2,3,1,2693,13335,1,0,22,4,2,1,1,2,3,1,0,0,0
21,0,501,0,5,1,2,3,1,58,3,1,1,1,2,2380,25479,1,1,11,3,4,0,2,6,3,2,2,1,2
31,1,1125,0,7,4,3,1,0,68,3,3,2,1,0,9637,8277,2,0,14,3,4,2,9,3,3,3,2,2,2
44,0,1376,2,1,2,2,2,1,91,2,3,1,1,0,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6
21,0,1334,1,10,3,0,3,0,36,2,1,2,1,2,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0
31,0,691,1,5,4,1,3,1,86,3,1,1,4,0,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3
56,0,206,2,8,4,0,4,1,99,3,5,0,2,2,19717,4022,6,0,14,3,1,0,36,4,3,7,3,7,7
46,0,991,2,1,2,0,4,0,44,3,1,1,1,2,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7
30,1,464,1,4,3,1,3,1,40,3,1,1,4,2,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0
36,2,1229,0,8,4,1,1,1,84,3,2,2,4,1,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7
27,0,1420,0,2,1,3,3,1,85,3,1,1,1,1,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2
21,0,156,0,12,3,0,3,0,90,4,1,1,2,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0
29,0,805,1,1,2,0,2,0,36,2,1,2,1,0,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0
42,0,933,1,29,3,0,2,1,98,3,2,3,2,0,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8
31,0,670,1,26,1,0,1,1,31,3,1,1,3,1,2911,15170,1,0,17,3,4,1,5,1,2,5,2,4,3
52,0,956,1,6,2,1,4,1,78,3,2,1,1,1,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9
31,0,480,2,7,2,2,2,0,31,3,2,3,1,0,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12
56,0,441,1,14,4,0,2,0,72,3,1,1,2,0,4963,4510,9,1,18,3,1,3,7,2,3,5,4,4,3
23,0,310,1,10,1,2,1,1,79,4,1,1,3,2,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2
30,0,317,2,2,3,0,3,0,43,1,2,3,4,2,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2
50,0,813,1,17,5,0,4,0,50,2,3,0,1,1,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11
39,0,170,1,3,2,2,3,1,76,2,2,2,3,1,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7
21,0,546,1,5,1,2,3,1,97,3,1,1,4,2,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2
23,0,427,0,7,3,0,3,1,99,3,1,1,4,1,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2
33,2,1283,0,2,3,3,4,0,62,3,2,2,2,2,5147,10697,8,0,15,3,4,0,13,2,2,11,7,1,7
45,2,589,0,2,4,0,3,0,67,3,2,2,3,0,5154,19665,4,0,22,4,2,2,10,3,4,8,7,5,7
33,2,775,1,4,3,1,4,1,90,3,2,1,2,1,3055,6194,5,0,15,3,4,2,11,2,2,9,8,1,7
40,1,580,0,5,4,0,4,1,48,2,3,2,1,0,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12
28,0,1083,1,29,1,0,3,1,96,1,2,3,2,0,6549,3173,1,0,14,3,2,2,8,2,2,8,6,1,7
33,0,350,0,5,3,3,4,0,34,3,1,1,3,2,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0
32,0,371,0,19,3,0,4,1,80,1,3,2,3,0,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2
29,0,718,1,8,1,2,2,1,79,2,2,3,4,0,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2
24,0,813,1,1,3,2,2,1,61,3,1,1,4,0,2293,3020,2,1,16,3,1,1,6,2,2,2,0,2,0
27,0,1377,1,11,1,0,2,1,91,3,1,2,1,0,2099,7679,0,0,14,3,2,0,6,3,4,5,0,1,4
29,0,144,0,10,1,3,4,0,39,2,2,2,2,1,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7
31,0,330,1,22,4,2,4,1,98,3,2,3,3,0,6179,21057,1,1,15,3,4,2,10,3,2,10,2,6,7
29,0,1092,2,1,4,2,1,1,36,3,1,1,4,0,4787,26124,9,1,14,3,2,3,4,3,4,2,2,2,2
41,0,802,0,9,1,0,3,1,96,3,3,2,3,1,8189,21196,3,1,13,3,3,1,12,2,3,9,7,0,7
31,0,480,1,7,2,2,2,0,31,3,2,3,1,0,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12
32,2,862,0,2,1,0,3,0,76,3,1,1,1,1,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0
34,0,937,0,1,3,3,1,1,32,3,3,2,4,2,9888,6770,1,0,21,4,1,0,14,3,2,14,8,2,1
46,0,1254,0,10,3,0,3,0,64,3,3,2,2,0,7314,14011,5,0,21,4,3,3,14,2,3,8,7,0,7
35,1,130,1,25,4,0,4,0,96,3,1,1,2,1,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8
54,0,685,1,3,3,0,4,1,85,3,4,0,4,0,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9
35,1,636,1,4,4,4,4,1,47,2,1,2,4,0,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2
31,2,335,1,9,2,2,3,1,46,2,1,1,1,2,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2
30,1,109,1,5,3,2,2,0,60,3,1,2,2,2,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2
28,0,821,0,5,4,2,1,1,98,3,2,2,4,2,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2
51,0,684,2,6,3,0,1,1,51,3,5,1,3,2,19537,6462,7,0,13,3,3,0,23,5,3,20,18,15,15
53,0,1219,0,2,4,0,1,0,78,2,4,0,4,0,15427,22021,2,0,16,3,3,0,31,3,3,25,8,3,7
31,1,1327,2,3,4,2,2,1,73,3,3,1,3,1,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2
49,1,636,2,10,4,0,3,0,35,3,5,3,1,2,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2
53,0,1168,0,24,4,0,1,1,66,3,3,2,1,2,10448,5843,6,1,13,3,2,0,15,2,2,2,2,2,2
41,2,906,1,5,2,0,1,1,95,2,1,1,1,1,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0
36,0,1266,0,10,4,1,2,0,63,2,2,2,3,0,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7
39,0,412,2,13,4,2,3,0,94,2,4,1,2,1,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2
37,0,482,2,3,3,4,3,1,36,3,3,3,3,0,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8
24,0,984,1,17,2,0,4,0,97,3,1,2,2,0,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0
42,0,1128,1,13,3,2,2,1,95,4,2,2,1,0,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0
46,0,991,2,1,2,0,4,0,44,3,1,1,1,2,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7
28,0,304,0,9,4,0,2,1,92,3,2,2,4,2,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7
29,0,1378,2,13,2,4,4,1,46,2,2,2,2,0,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3
55,1,135,1,18,4,2,3,1,62,3,2,2,2,0,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7
31,0,1274,1,9,1,0,3,1,33,3,3,3,2,1,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8
35,0,819,2,2,3,0,3,1,44,2,3,3,2,1,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4
36,0,711,1,5,4,0,2,0,42,3,3,1,1,0,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2
49,0,1245,1,18,4,0,4,1,58,2,5,0,3,1,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9
38,0,330,1,17,1,0,3,0,65,2,3,2,3,0,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9
53,0,102,2,23,4,0,4,0,72,3,4,3,4,2,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8
26,1,496,1,11,2,2,1,1,60,3,2,2,1,0,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3
32,1,116,1,13,3,4,3,0,77,2,1,2,2,0,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2
34,0,829,2,3,2,5,3,1,88,3,1,1,4,0,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2
35,0,809,1,16,3,2,1,1,84,4,1,2,2,0,2426,16479,0,0,13,3,3,1,6,5,3,5,4,0,3
30,0,1275,1,28,2,2,4,0,64,3,2,1,4,0,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9
44,2,981,1,5,3,0,3,1,90,2,1,2,3,2,3162,7973,3,0,14,3,4,0,7,5,3,5,2,0,3
33,1,1296,1,6,3,0,3,1,30,3,2,2,4,1,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7
49,0,527,1,8,2,4,1,0,51,3,3,2,2,0,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7
46,0,406,0,3,1,3,1,1,52,3,4,0,3,0,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9
31,0,329,1,1,2,0,4,1,98,2,1,2,1,0,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2
43,0,930,1,6,3,2,1,0,73,2,2,1,3,2,4081,20003,1,1,14,3,1,0,20,3,1,20,7,1,8
54,0,1217,2,2,4,1,1,0,60,3,3,1,3,0,13549,24001,9,0,12,3,1,1,16,5,1,4,3,0,3
37,0,290,1,21,3,0,2,1,65,4,1,1,1,0,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7
31,0,202,1,8,3,0,1,0,34,2,1,2,2,2,1261,22262,1,0,12,3,3,0,1,3,4,1,0,0,0
33,0,213,1,7,3,2,3,1,49,3,3,0,3,0,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7
30,2,1400,1,3,3,0,3,1,53,3,1,2,4,0,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4
50,1,1234,1,20,5,2,2,1,41,3,4,2,3,0,11245,20689,2,1,15,3,3,1,32,3,3,30,8,12,13
40,1,1184,0,2,4,2,2,1,62,3,2,2,2,0,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0
52,0,621,0,3,4,3,3,1,31,2,4,0,1,0,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16
41,2,247,1,7,1,0,2,0,55,1,5,0,3,1,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10
28,0,895,1,15,2,0,1,1,50,3,1,2,3,1,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2
30,0,946,2,2,3,2,3,0,52,2,2,3,4,2,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0
27,0,1420,0,2,1,3,3,1,85,3,1,1,1,1,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2
42,0,319,1,24,3,2,4,1,56,3,3,3,1,0,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8
42,0,544,2,2,1,1,3,1,52,3,1,1,3,1,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0
38,0,903,2,2,3,2,3,1,81,3,2,3,2,0,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4
35,2,1097,1,11,2,2,3,1,79,2,3,2,1,0,9884,8302,2,1,13,3,3,1,10,3,3,4,0,2,3
48,0,1224,2,10,3,0,4,1,91,2,5,0,2,0,19665,13583,4,0,12,3,4,0,29,3,3,22,10,12,9
50,0,1464,1,2,4,2,2,1,62,3,5,0,3,0,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7
43,0,990,1,27,3,1,4,1,87,4,1,2,2,1,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2
43,0,1273,1,2,2,2,4,0,72,4,1,1,3,1,2645,21923,1,0,12,3,4,2,6,3,2,5,3,1,4
43,1,775,0,15,3,0,4,1,47,2,2,2,4,0,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2
50,1,809,0,12,3,3,3,0,77,3,3,2,4,2,9208,6645,4,0,11,3,4,0,16,3,3,2,2,2,1
30,2,829,2,1,1,0,3,1,88,2,3,3,3,2,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8
27,1,829,0,8,1,3,3,1,84,3,2,2,4,0,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1
48,1,117,2,22,3,2,4,0,58,3,4,0,4,1,17174,2437,3,0,11,3,2,1,24,3,3,22,17,4,7
29,0,1176,0,3,2,2,2,0,62,3,2,2,3,0,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2
34,0,1397,1,1,5,0,2,1,42,3,1,2,4,0,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8
21,1,756,0,1,1,1,1,0,99,2,1,1,2,2,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2
19,0,303,1,2,3,0,2,1,47,2,1,2,4,2,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0
46,0,228,0,3,3,0,3,0,51,3,4,0,2,0,16606,11380,8,0,12,3,4,1,23,2,4,13,12,5,1
36,0,216,2,6,2,2,2,1,84,3,2,3,2,1,4941,2819,6,0,20,4,4,2,7,0,3,3,2,0,1
38,0,345,0,10,2,0,1,0,100,3,2,2,4,0,5343,5982,1,0,11,3,3,1,10,1,3,10,7,1,9
33,1,827,1,29,4,2,1,0,54,2,2,1,3,2,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8
29,0,590,1,4,3,1,4,0,91,2,1,1,1,1,2109,10007,1,0,13,3,3,1,1,2,3,1,0,0,0
38,1,508,1,6,4,0,1,1,72,2,2,3,3,0,5321,14284,2,0,11,3,4,1,10,1,3,8,3,7,7
23,0,1243,1,6,3,0,3,1,63,4,1,2,1,0,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0
29,0,1396,0,10,3,0,3,1,99,3,1,1,3,2,2642,2755,1,0,11,3,3,0,1,6,3,1,0,0,0
45,0,192,1,10,2,0,1,1,69,3,1,2,4,0,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2
26,0,1357,1,25,3,0,1,1,48,1,1,2,3,2,2293,10558,1,0,12,3,3,0,1,2,2,1,0,0,1
52,0,319,2,3,3,2,4,1,39,2,3,3,3,0,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4
25,0,266,1,1,3,2,4,0,40,3,1,1,2,2,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1
40,1,791,1,2,2,2,3,0,38,4,2,1,2,0,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7
31,1,798,2,7,2,0,3,0,48,2,3,3,3,0,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9
47,0,465,1,1,3,1,1,1,74,3,1,1,4,0,3420,10205,7,0,12,3,3,1,17,2,2,6,5,1,2
30,0,1092,0,10,3,2,1,0,64,3,3,3,3,2,9667,2739,9,0,14,3,2,0,9,3,3,7,7,0,2
19,0,303,2,2,3,0,2,1,47,2,1,2,4,2,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0
32,0,529,2,2,3,1,4,1,78,3,1,1,1,2,2439,11288,1,0,14,3,4,0,4,4,3,4,2,1,2
20,1,769,0,9,3,3,4,0,54,3,1,1,4,2,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2
48,1,708,0,7,2,2,4,0,95,3,1,1,3,0,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7
25,0,685,2,1,3,0,1,0,62,3,2,3,3,0,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2
32,2,953,1,5,4,1,2,1,65,3,1,1,2,2,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7
39,0,1089,2,6,3,0,2,0,32,3,3,3,2,2,8376,9150,4,0,18,3,4,0,9,3,3,2,0,2,2
58,0,1145,1,9,3,2,2,0,75,2,1,1,2,0,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0
34,1,829,1,15,3,2,2,1,71,3,4,0,1,1,17007,11929,7,0,14,3,4,2,16,3,2,14,8,6,9
36,1,1213,2,2,1,5,2,1,94,2,2,1,4,2,3886,4223,1,0,21,4,4,0,10,2,2,10,1,0,8
56,0,713,1,8,3,0,3,0,67,3,1,1,1,1,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2
34,0,479,1,7,4,2,1,1,35,3,1,1,4,2,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0
33,0,527,1,1,4,4,4,1,63,3,1,1,4,2,2686,5207,1,1,13,3,3,0,10,2,2,10,9,7,8
36,2,894,2,1,4,2,4,0,33,2,2,3,3,0,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2
46,0,526,0,1,2,3,2,0,92,3,3,2,1,1,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7
31,0,106,2,2,3,5,1,1,62,2,2,1,1,0,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0
33,0,1277,2,15,1,2,2,1,56,3,3,1,3,0,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7
25,0,309,2,2,3,5,3,0,82,3,1,1,2,0,2187,19655,4,0,14,3,3,0,6,3,3,2,0,1,2
